Country,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Heavily indebted poor countries (HIPC),HPC,1.75367808553164E+10,1.79986645771447E+10,1.96186976560745E+10,2.37629754915044E+10,2.11557394110690E+10,2.47535261998489E+10,2.70053226042383E+10,2.64286167482702E+10,2.76406824141101E+10,3.08329110952375E+10,3.22919771493270E+10,3.48058187994122E+10,3.77517653476752E+10,4.57578646264391E+10,5.56322832910892E+10,6.31759671322712E+10,6.72877827061648E+10,7.90046339614812E+10,9.19241408607043E+10,1.01625310385178E+11,1.07546708578773E+11,1.06960484341870E+11,1.07085632890500E+11,1.01426485238519E+11,1.01374629932561E+11,1.05873459298758E+11,1.21371770386720E+11,1.33965252624339E+11,1.33065108364427E+11,1.28126507836315E+11,1.30291261312225E+11,1.33441255118173E+11,1.22228543606355E+11,1.24274709936695E+11,1.10488313451913E+11,1.26428581150438E+11,1.32696095717028E+11,1.38901334454270E+11,1.43025333498101E+11,1.42110930974314E+11,1.53886456919201E+11,1.45792906160875E+11,1.57551880542189E+11,1.79173356433830E+11,2.06564174084476E+11,2.37060115359928E+11,2.83321548164428E+11,3.43704668563359E+11,4.14118525468667E+11,4.16658997049378E+11,4.61550664650938E+11,5.15340876005600E+11,5.53348023130285E+11,5.99028351419345E+11,0
High income,HIC,1.09228548195492E+12,1.15611076106319E+12,1.24820939560271E+12,1.34324137308448E+12,1.46684255887047E+12,1.59278670537559E+12,1.74679379415569E+12,1.87324260271454E+12,2.02904995670198E+12,2.22704008986525E+12,2.44596358225642E+12,2.71469439046210E+12,3.14928460494731E+12,3.80876814930092E+12,4.29811705505019E+12,4.80011717872807E+12,5.22801473998854E+12,5.91877358513180E+12,7.08532942161275E+12,8.19260067787476E+12,9.15055759853920E+12,9.28754048103101E+12,9.20046666974484E+12,9.49734621860766E+12,9.90467772120546E+12,1.04096257348753E+13,1.26311330748772E+13,1.46194023443173E+13,1.64583449782252E+13,1.72385876750593E+13,1.93370202502327E+13,2.04055561186677E+13,2.18645990216875E+13,2.20288252081148E+13,2.35437228908170E+13,2.59727759106377E+13,2.61837107196065E+13,2.57932137358856E+13,2.57228570027871E+13,2.69329006368338E+13,2.75422946800819E+13,2.73330397288024E+13,2.85188802619546E+13,3.20343824502307E+13,3.57646247403621E+13,3.79404309670083E+13,4.02519277036141E+13,4.42341214183663E+13,4.72632446731204E+13,4.39784963116342E+13,4.63664974661876E+13,5.02659680612688E+13,5.04426813556202E+13,5.10910475585480E+13,0
High income: nonOECD,NOC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05954663627118E+12,1.13908008970825E+12,1.18379245074012E+12,1.21591849517753E+12,1.23101463137940E+12,1.25746304507708E+12,1.33705186344903E+12,1.40950140015736E+12,1.47951991856275E+12,1.27830843822681E+12,1.26083786672772E+12,1.43978349280419E+12,1.44662070051758E+12,1.51854401700607E+12,1.70066444103885E+12,2.04654089150777E+12,2.45177981094699E+12,2.89398500972717E+12,3.44699876956884E+12,4.15642233380967E+12,3.40401726910008E+12,4.02458388654133E+12,4.86392467808493E+12,5.16119713270994E+12,5.36874259538610E+12,0
High income: OECD,OEC,1.04214356249279E+12,1.10238741479933E+12,1.18994905524555E+12,1.28048523336673E+12,1.39779072572286E+12,1.51796140359709E+12,1.66505843979833E+12,1.78547982195746E+12,1.93368473810408E+12,2.12158587233412E+12,2.32943333901049E+12,2.58208431076610E+12,2.99421086426728E+12,3.61385633630488E+12,4.03525598016778E+12,4.51506536301003E+12,4.89669561525818E+12,5.53785282881857E+12,6.64737030836340E+12,7.64691043885484E+12,8.47122393433677E+12,8.56572733305878E+12,8.51613319215021E+12,8.83274164822979E+12,9.22126970732888E+12,9.72200524710389E+12,1.18815132384532E+13,1.37538606309993E+13,1.54935845730607E+13,1.61829617840833E+13,1.82007534504049E+13,1.92242021562332E+13,2.06497659076930E+13,2.07990775513824E+13,2.22858265351162E+13,2.46337592517091E+13,2.47730434536705E+13,2.43137498498655E+13,2.44419956812661E+13,2.56687911192045E+13,2.61002240955476E+13,2.58843500965914E+13,2.69982810375107E+13,3.03313521978742E+13,3.37171124564801E+13,3.54907915999424E+13,3.73635211266580E+13,4.07962654599311E+13,4.31240791000604E+13,4.05825783783741E+13,4.23589948251391E+13,4.54303802780640E+13,4.53159120599377E+13,4.57604602570397E+13,0
Honduras,HND,3.35649984000000E+08,3.56200000000000E+08,3.87750016000000E+08,4.10200000000000E+08,4.57000000000000E+08,5.08650000000000E+08,5.49950016000000E+08,5.98099984000000E+08,6.46800016000000E+08,6.68000032000000E+08,7.23000000000000E+08,7.31000000000000E+08,8.02999968000000E+08,9.12499968000000E+08,1.03450000000000E+09,1.12400000000000E+09,1.34799993600000E+09,1.66949996800000E+09,1.92949996800000E+09,2.25149996800000E+09,2.56600003200000E+09,2.81950000000000E+09,2.90350003200000E+09,3.07699996800000E+09,3.31900000000000E+09,3.63949993600000E+09,3.80850003200000E+09,4.15249996800000E+09,3.97038639610149E+09,3.56344832000000E+09,3.04889618084277E+09,3.06846206012360E+09,3.41947497886812E+09,3.48199076134498E+09,3.43235657882219E+09,3.91105318039625E+09,4.03403716216216E+09,4.66319391634981E+09,5.20221565731167E+09,5.37254355400697E+09,7.10552964690207E+09,7.56651757188498E+09,7.77645996387718E+09,8.14029407950891E+09,8.77219758464208E+09,9.67200616912994E+09,1.08417233544201E+10,1.22754912729738E+10,1.37897203873904E+10,1.45874856444263E+10,1.58393445919842E+10,1.77103255784449E+10,1.85642645445129E+10,1.85500260347589E+10,0
Hong Kong SAR China,HKG,1.32079975474012E+09,1.53075483057744E+09,1.72485087290526E+09,1.97504536174003E+09,2.27471060416573E+09,2.43507853403141E+09,2.48984501664894E+09,2.69247498912571E+09,2.71696438842418E+09,3.18974005513982E+09,3.80076653562088E+09,4.47600194601486E+09,5.71010742014394E+09,8.03011755562033E+09,9.38866364575880E+09,1.00480223699141E+10,1.28763660088077E+10,1.57194337194337E+10,1.83150073659713E+10,2.25260359405921E+10,2.88617592090191E+10,3.10554094430430E+10,3.22913062818168E+10,2.99070913395364E+10,3.35113839856741E+10,3.56995430507778E+10,4.10755705919291E+10,5.06225715861149E+10,5.97074045605944E+10,6.87903691072962E+10,7.69282908418701E+10,8.89596201358864E+10,1.04272278634731E+11,1.20353947980764E+11,1.35812069768646E+11,1.44652912433103E+11,1.59717233621659E+11,1.77352785419977E+11,1.68886163221567E+11,1.65768095391557E+11,1.71668164082555E+11,1.69403241524337E+11,1.66349228737386E+11,1.61384522525299E+11,1.69099768875193E+11,1.81570082162190E+11,1.93536265094364E+11,2.11597405593868E+11,2.19279678430164E+11,2.14046415026187E+11,2.28637697575040E+11,2.48514003083248E+11,2.62630086122428E+11,2.74012815223557E+11,0
Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45593921509333E+10,3.85141714696263E+10,3.99007427119043E+10,4.29255085006261E+10,4.61662972292190E+10,4.64487836834519E+10,4.70701762682524E+10,4.85484705498246E+10,4.89658698058509E+10,4.71104162544482E+10,5.35333932545050E+10,6.73662857586061E+10,8.47384087261486E+10,1.03156817854868E+11,1.11890070522215E+11,1.14238447644850E+11,1.38580119899615E+11,1.56578897625596E+11,1.29359841851653E+11,1.29585601615851E+11,1.39439620999229E+11,1.26824840351689E+11,1.33423898611949E+11,0
Iceland,ISL,2.48434096968726E+08,2.53885656329253E+08,2.84916516159537E+08,3.40061650119898E+08,4.34267936914583E+08,5.23694949370689E+08,6.28893310399926E+08,6.21225962154708E+08,4.74399471622359E+08,4.14709311352960E+08,5.32726022727273E+08,6.77913409090909E+08,8.49251076365284E+08,1.16763752357706E+09,1.53251155577789E+09,1.42295823031880E+09,1.68857369490037E+09,2.23375657464675E+09,2.54054085057726E+09,2.88605504821327E+09,3.42007491245623E+09,3.53292825503170E+09,3.24328416791483E+09,2.79757013702159E+09,2.89718713182746E+09,3.01816548013983E+09,4.03523134618847E+09,5.58342561509106E+09,6.17644571534849E+09,5.73741717302049E+09,6.54268570511875E+09,6.98872100453757E+09,7.16193016009829E+09,6.28967115905756E+09,6.46250342271862E+09,7.20506943394593E+09,7.52626956090226E+09,7.62075078662366E+09,8.48995818670966E+09,8.95136952497605E+09,8.94786048641498E+09,8.14716201041626E+09,9.18495947598615E+09,1.13243947907025E+10,1.37369802982404E+10,1.67985075021832E+10,1.71010401823881E+10,2.14467410818828E+10,1.75992457657231E+10,1.28238495350662E+10,1.32610355165574E+10,1.46657934771940E+10,1.41826149093138E+10,1.53300578671487E+10,0
India,IND,3.76792744912745E+10,3.99204524034524E+10,4.29008649698650E+10,4.92710955080955E+10,5.74707810327810E+10,6.05992641117178E+10,4.66698016000000E+10,5.10141553600000E+10,5.40164119866667E+10,5.94729936266667E+10,6.35171820000000E+10,6.85322713132286E+10,7.27165958843123E+10,8.70149451863156E+10,1.01271489826241E+11,1.00199514365231E+11,1.04518118776804E+11,1.23617837582482E+11,1.39708688961553E+11,1.55674337010019E+11,1.89594121351874E+11,1.96883474523345E+11,2.04234366470486E+11,2.22090283347207E+11,2.15878233650679E+11,2.36589100981279E+11,2.53352444883275E+11,2.83926977522458E+11,3.01790951204236E+11,3.01233728792842E+11,3.26608014285316E+11,2.74842348144095E+11,2.93262352360098E+11,2.84193716756826E+11,3.33014463393078E+11,3.66599645609605E+11,3.99786888514355E+11,4.23160419439337E+11,4.28741030147440E+11,4.66867079642314E+11,4.76609148165173E+11,4.93954333981336E+11,5.23968561883923E+11,6.18356467437027E+11,7.21585608183523E+11,8.34215013605932E+11,9.49116769619554E+11,1.23870019564505E+12,1.22409706945966E+12,1.36537243334129E+12,1.70845887682992E+12,1.84301660006469E+12,1.83581820721496E+12,1.87514148199080E+12,0
Indonesia,IDN,0,0,0,0,0,0,0,5.98084037648039E+09,7.46736347872631E+09,8.79895744233129E+09,9.65674001397260E+09,9.84911795269347E+09,1.16050845597590E+10,1.71711811633735E+10,2.72277109995181E+10,3.21479530077108E+10,3.93286747296386E+10,4.83961434655422E+10,5.42981583395980E+10,5.51226203344408E+10,7.80132060374930E+10,9.24738788317316E+10,9.47151638143197E+10,8.53692018791285E+10,8.76124391972643E+10,8.73388743301103E+10,8.00606576119213E+10,7.59296177150289E+10,8.87876233096831E+10,1.01455197785758E+11,1.14426498045009E+11,1.28167999846499E+11,1.39116270052461E+11,1.58006849878896E+11,1.76892148243480E+11,2.02132032844145E+11,2.27369671349342E+11,2.15748854646718E+11,9.54455480173581E+10,1.40001352527222E+11,1.65021012261509E+11,1.60446947638313E+11,1.95660611033849E+11,2.34772458818096E+11,2.56836883304553E+11,2.85868603863929E+11,3.64570525997053E+11,4.32216737774861E+11,5.10244548959970E+11,5.39579955780062E+11,7.09190823319754E+11,8.45931645338695E+11,8.76719347689155E+11,8.68345652474898E+11,0
Iran Islamic Rep.,IRN,0,0,0,0,0,6.15473968496370E+09,6.70609686473927E+09,7.42538972007921E+09,8.44789839757096E+09,9.48234457642244E+09,1.05880523955116E+10,1.32034578925413E+10,1.63466146319208E+10,2.57892908448751E+10,4.43310022459150E+10,4.89420184166432E+10,6.36268108827626E+10,7.48169476788832E+10,7.30333832157233E+10,8.61682801900583E+10,9.00412286216140E+10,9.70857195791484E+10,1.21526715239237E+11,1.47222717993254E+11,1.53067404656379E+11,1.70673002206268E+11,1.98775373326423E+11,1.27851925591666E+11,1.16305831422606E+11,1.14003085003894E+11,1.16035029649097E+11,0,0,6.00883094906234E+10,6.71282160226715E+10,9.08294951714392E+10,1.10573439131013E+11,1.05298720965100E+11,1.02661888397335E+11,1.04656040167701E+11,1.01286514977457E+11,1.15438386681929E+11,1.16420833373676E+11,1.35409681532108E+11,1.63226579221096E+11,1.92014940324054E+11,2.22880533511287E+11,2.86057933325518E+11,3.55988367221614E+11,3.62661111280071E+11,4.22567967404512E+11,5.28426099488522E+11,5.02729273637903E+11,3.68904351626505E+11,0
Iraq,IRQ,1.68391869726662E+09,1.83147975218122E+09,1.95439941796451E+09,1.97819940746694E+09,2.34023924778045E+09,0,0,0,2.89694755325527E+09,3.00812089096840E+09,3.28171371450928E+09,3.86534644080188E+09,4.11384815443137E+09,5.13436750171543E+09,1.15167623464974E+10,1.34585164496705E+10,1.77548251882401E+10,1.98381302532420E+10,2.37622750993478E+10,3.78164569601592E+10,5.34056878878843E+10,3.84249906405572E+10,4.25953096786162E+10,4.05950501752672E+10,4.68088306352117E+10,4.82915011256809E+10,4.71340595060870E+10,5.66174888962006E+10,6.25114981664062E+10,6.56502302070893E+10,1.79910699665121E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66279017620630E+10,4.99548903532609E+10,6.51410350279406E+10,8.88377278813965E+10,1.31611819294275E+11,1.11660855042735E+11,1.38516722649573E+11,1.85749664444444E+11,2.16044306775300E+11,2.29327284734134E+11,0
Ireland,IRL,1.93932977543739E+09,2.08801228235667E+09,2.26034968408625E+09,2.43084376844553E+09,2.76660894587402E+09,2.94570414299765E+09,3.10403439323162E+09,3.34363677336759E+09,3.27858447833023E+09,3.78707734372783E+09,4.39160536760537E+09,5.09315887313147E+09,6.31175216365067E+09,7.47370268184449E+09,7.88897440618671E+09,9.47433797909408E+09,9.44431630342485E+09,1.12371079818656E+10,1.46333690727877E+10,1.83010417472598E+10,2.17261398284512E+10,2.06495496260616E+10,2.14533099709367E+10,2.07453121268474E+10,2.00865712822264E+10,2.12487739651870E+10,2.86858985799067E+10,3.38866473548689E+10,3.77351788842232E+10,3.91992110726644E+10,4.92563980721636E+10,4.97377870452529E+10,5.58627002545893E+10,5.23651358297476E+10,5.70406413427562E+10,6.90707839646465E+10,7.56958852066532E+10,8.26546571155683E+10,8.98103281372659E+10,9.85415017046665E+10,9.93175737055464E+10,1.08455236062640E+11,1.27215402503294E+11,1.63476060045147E+11,1.93043112998454E+11,2.10357750335771E+11,2.30522874774324E+11,2.69283397854613E+11,2.73732372421715E+11,2.33542426994212E+11,2.18435251789115E+11,2.37771734260430E+11,2.21966026813525E+11,2.32077419239968E+11,0
Isle of Man,IMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.14727080643268E+08,1.02308691862768E+09,1.18091971940764E+09,1.38254824978303E+09,1.56746565685050E+09,1.56366779961578E+09,1.61459529091820E+09,1.89760679143353E+09,2.26491180690354E+09,2.75811736504863E+09,2.91571037828299E+09,3.43745071155028E+09,4.07566478525458E+09,0,0,0,0,0,0,0
Israel,ISR,2.88708190067668E+09,3.48695446102714E+09,2.59655391233168E+09,2.99217098149163E+09,3.40545850195569E+09,3.66334559802916E+09,3.98001332488337E+09,3.92108539789797E+09,3.95915419174836E+09,4.56801307769883E+09,5.37230109456913E+09,5.57310841271613E+09,7.17378844084276E+09,9.24216098244742E+09,1.25675888036609E+10,1.23369867596702E+10,1.24759477181135E+10,1.37762675655439E+10,1.36188440185392E+10,1.75113352625036E+10,2.17809686461188E+10,2.31963332054933E+10,2.45727120489694E+10,2.74355018367464E+10,2.60427671266861E+10,2.41226609589885E+10,2.97014442764432E+10,3.54763442662050E+10,4.38924801015341E+10,4.45997728019003E+10,5.24903256482310E+10,5.91702880698688E+10,6.57712162210223E+10,6.59255824729925E+10,7.46697181866171E+10,9.93195601108064E+10,1.09160636024310E+11,1.13365224642365E+11,1.14992763348333E+11,1.16276785141875E+11,1.31451205454590E+11,1.29596737760658E+11,1.19876313900967E+11,1.25467161458905E+11,1.34020972780009E+11,1.41212566844920E+11,1.52231249158400E+11,1.76674375015214E+11,2.13920568561873E+11,2.06478651171070E+11,2.32907996790586E+11,2.58417551704863E+11,2.57206359086076E+11,2.90550599943225E+11,0
Italy,ITA,4.03852883441911E+10,4.48427602931924E+10,5.03838918989911E+10,5.77107430598341E+10,6.31754170190094E+10,6.79781538505191E+10,7.36548700112757E+10,8.11331200654202E+10,8.79422316783505E+10,9.70850828073751E+10,1.13062419454771E+11,1.24306364544320E+11,1.44833597609562E+11,1.74976862504151E+11,1.98978626079190E+11,2.27027400355872E+11,2.24057573156548E+11,2.56840083607637E+11,3.14133402235911E+11,3.92521436961081E+11,4.75855686864119E+11,4.29438430761369E+11,4.26018294631353E+11,4.41741727944926E+11,4.36602175556535E+11,4.50889910455329E+11,6.38506360566307E+11,8.03347784881984E+11,8.88991448080928E+11,9.25935047840813E+11,1.17775492016807E+12,1.24256160870922E+12,1.31628602780833E+12,1.06183166297527E+12,1.09598970220941E+12,1.17121359800309E+12,1.30940770485632E+12,1.23951000454752E+12,1.26679045388647E+12,1.24905710632857E+12,1.14221393034826E+12,1.16278478747204E+12,1.26704310182571E+12,1.57033069977427E+12,1.79920408758762E+12,1.85346590061185E+12,1.94343074049023E+12,2.20397255821115E+12,2.39196351221839E+12,2.18610754493682E+12,2.12662040288909E+12,2.27823039002984E+12,2.09176074047718E+12,2.14948451671175E+12,0
Jamaica,JAM,6.99064357298637E+08,7.48043414097894E+08,7.77727657006549E+08,8.26706669005825E+08,8.97948941586558E+08,9.72159571205328E+08,1.09675951624749E+09,1.14801433612037E+09,1.08383909557418E+09,1.19123955557681E+09,1.40472045905833E+09,1.53986237126661E+09,1.87514665700860E+09,1.90586115694520E+09,2.37512242081841E+09,2.86044277467605E+09,2.96604288230784E+09,3.24973320665621E+09,2.64452787744645E+09,2.42506418617771E+09,2.67937940083620E+09,2.97902796112141E+09,3.29349630344113E+09,3.61926228838127E+09,2.37356450056453E+09,2.10023902653449E+09,2.75454967811457E+09,3.28700723235171E+09,3.82834282048217E+09,4.40493802839720E+09,4.59220821153699E+09,4.10620595223973E+09,3.53545238598400E+09,4.89121539678684E+09,4.93813251780945E+09,5.81347198163996E+09,6.52730270785419E+09,7.47253225801629E+09,8.74215339725675E+09,8.83090900827052E+09,9.00862972941031E+09,9.10451593020984E+09,9.71898951670522E+09,9.43023606512236E+09,1.01732349211116E+10,1.10757784810127E+10,1.19030206435944E+10,1.28200550246163E+10,1.36768376302798E+10,1.21250231813057E+10,1.32308440400431E+10,1.44339261285910E+10,1.47948020808803E+10,1.43622625849078E+10,0
Japan,JPN,4.43073429504000E+10,5.35086177393778E+10,6.07230186837333E+10,6.94981317973333E+10,8.17490063815111E+10,9.09502782577778E+10,1.05628070343111E+11,1.23781880217600E+11,1.46601072685511E+11,1.72204199480889E+11,2.09070551156667E+11,2.36154755295247E+11,3.12738030290016E+11,4.24891148590163E+11,4.71643172433473E+11,5.12861437158573E+11,5.76405865272759E+11,7.09404712455402E+11,9.96741758196688E+11,1.03745264945469E+12,1.08698808850105E+12,1.20146586293200E+12,1.11684077346175E+12,1.21810645043171E+12,1.29460850386469E+12,1.38453225103444E+12,2.05106122698460E+12,2.48523619721234E+12,3.01539355389277E+12,3.01705204639820E+12,3.10369809997341E+12,3.53680094289519E+12,3.85279437159429E+12,4.41496278690136E+12,4.85034801649189E+12,5.33392551105895E+12,4.70618712601961E+12,4.32427810686589E+12,3.91457488734222E+12,4.43259928292253E+12,4.73119876027114E+12,4.15985991809356E+12,3.98081953615976E+12,4.30293918496379E+12,4.65580305565055E+12,4.57186695719537E+12,4.35674977554681E+12,4.35634671529837E+12,4.84918492493725E+12,5.03514215490072E+12,5.49538718299610E+12,5.90563087045511E+12,5.95447660396152E+12,4.91956310837250E+12,0
Jordan,JOR,0,0,0,0,0,5.99759760096096E+08,6.57999736800105E+08,6.31679747328101E+08,5.61119775552090E+08,6.98879720448112E+08,6.39519744192102E+08,6.78159728736109E+08,7.88479684608126E+08,9.43783839718052E+08,1.19748394868547E+09,1.36307349777355E+09,1.70882243970324E+09,2.09677860216785E+09,2.60253581349693E+09,3.27136878065347E+09,3.90970881933372E+09,4.38424733607116E+09,4.68067360393995E+09,4.92069219095569E+09,4.96716216040472E+09,4.99351282863478E+09,6.40200190875685E+09,6.75641746858556E+09,6.27733160206470E+09,4.22112131380357E+09,4.15992873414975E+09,4.34446719325095E+09,5.31118844962534E+09,5.60623793106786E+09,6.23765024252737E+09,6.72744666901127E+09,6.92835929457772E+09,7.24440297493625E+09,7.91062109343159E+09,8.14749432876276E+09,8.45792394543998E+09,8.97296506121158E+09,9.58016195138568E+09,1.01930237262150E+10,1.14075666602844E+10,1.25886654556409E+10,1.50569371357330E+10,1.71106099391559E+10,2.19718352825137E+10,2.38183229577465E+10,2.64253794366197E+10,2.88402633802817E+10,3.10152395452000E+10,3.36785001480000E+10,0
Kazakhstan,KAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69327288988146E+10,2.48811355863990E+10,2.49069395601098E+10,2.34090274756879E+10,2.12508392580901E+10,2.03743070471150E+10,2.10353578328019E+10,2.21659320629660E+10,2.21352454132312E+10,1.68708171347767E+10,1.82919906191370E+10,2.21526891295583E+10,2.46365985810204E+10,3.08336928313955E+10,4.31516470026096E+10,5.71236717338952E+10,8.10038649155437E+10,1.04849886825584E+11,1.33441612246798E+11,1.15308661142927E+11,1.48047348240643E+11,1.88048960311225E+11,2.03517198088691E+11,2.31876282133870E+11,0
Kenya,KEN,7.91261028433829E+08,7.92955032269806E+08,8.68106539360764E+08,9.26584160495037E+08,9.98753741477551E+08,9.97913732517605E+08,1.16451315292108E+09,1.23255260468437E+09,1.35328788027272E+09,1.45837124977250E+09,1.60343837936972E+09,1.77838132971202E+09,2.10726735639586E+09,2.50213663039143E+09,2.97331389807703E+09,3.25934197625014E+09,3.47456107850988E+09,4.49435758644854E+09,5.30372344554558E+09,6.23439861945340E+09,7.26530309156087E+09,6.85449019066040E+09,6.43159407817035E+09,5.97920594974270E+09,6.19142633152721E+09,6.13504056085345E+09,7.23914530651990E+09,7.97081649396821E+09,8.35538087912955E+09,8.28310122736663E+09,8.57234669296699E+09,8.15147900421334E+09,8.20912917173649E+09,5.75178991505363E+09,7.14814537578545E+09,9.04632605998857E+09,1.20458584362399E+10,1.31157737375664E+10,1.40939988437334E+10,1.28960135767324E+10,1.27053571030056E+10,1.29860074258781E+10,1.31477439107241E+10,1.49045176498476E+10,1.60953370938366E+10,1.87378977447948E+10,2.58255248208064E+10,3.19581951822406E+10,3.58951533278497E+10,3.70215120488158E+10,4.00001388308674E+10,4.19549896577777E+10,5.03346993242604E+10,5.52430562006503E+10,0
